c_score,auc,sample_size,iter
0.505511811024,0.5,100,19
0.504696969697,0.5,500,19
0.504542013626,0.5,10,20
0.503846153846,0.5,50,20
0.50501497006,0.5,100,20
0.503968253968,0.5,500,20
0.504037490988,0.5,10,21
0.50316091954,0.5,50,21
0.503423680456,0.5,100,21
0.50261707989,0.5,500,21
0.50240880936,0.5,10,22
0.502537722908,0.5,50,22
0.503065395095,0.5,100,22
0.503293807642,0.5,500,22
0.503225806452,0.5,10,23
0.503149606299,0.5,50,23
0.50371577575,0.5,100,23
0.502840909091,0.5,500,23
0.502965299685,0.5,10,24
0.502955974843,0.5,50,24
0.5029375,0.5,100,24
0.502424242424,0.5,500,24
0.50254391278,0.5,10,25
0.502838164251,0.5,50,25
0.502761104442,0.5,100,25
0.503671328671,0.5,500,25
0.503377984857,0.5,10,26
0.502903600465,0.5,50,26
0.50311778291,0.5,100,26
0.50404040404,0.5,500,26
0.504094223219,0.5,10,27
0.504250559284,0.5,50,27
0.504282536151,0.5,100,27
0.504707792208,0.5,500,27
0.504705246079,0.5,10,28
0.504908306365,0.5,50,28
0.504935622318,0.5,100,28
0.504806687565,0.5,500,28
0.50454308094,0.5,10,29
0.504375,0.5,50,29
0.503937823834,0.5,100,29
0.503787878788,0.5,500,29
0.503634528016,0.5,10,30
0.50332326284,0.5,50,30
0.503406813627,0.5,100,30
0.503470185728,0.5,500,30
0.503615046409,0.5,10,31
0.503460038986,0.5,50,31
0.503540252182,0.5,100,31
0.50303030303,0.5,500,31
0.503218173213,0.5,10,32
0.503399433428,0.5,50,32
0.50352443609,0.5,100,32
0.504269972452,0.5,500,32
0.504176227627,0.5,10,33
0.504258241758,0.5,50,33
0.504102096627,0.5,100,33
0.502450980392,0.5,500,33
0.502538975501,0.5,10,34
0.5028,0.5,50,34
0.502831858407,0.5,100,34
0.502597402597,0.5,500,34
0.502553007356,0.5,10,35
0.502417962003,0.5,50,35
0.502708512468,0.5,100,35
0.502609427609,0.5,500,35
0.502440050484,0.5,10,36
0.50247691016,0.5,50,36
0.502173913043,0.5,100,36
0.502825552826,0.5,500,36
0.502865329513,0.5,10,37
0.502941176471,0.5,50,37
0.503173311635,0.5,100,37
0.502472089314,0.5,500,37
0.502510960542,0.5,10,38
0.50246618934,0.5,50,38
0.502179080824,0.5,100,38
0.502059052059,0.5,500,38
0.502174757282,0.5,10,39
0.502364341085,0.5,50,39
0.502586872587,0.5,100,39
0.502045454545,0.5,500,39
0.501968951155,0.5,10,40
0.502267573696,0.5,50,40
0.501618975904,0.5,100,40
0.50140428677,0.5,500,40
0.501440709272,0.5,10,41
0.501438053097,0.5,50,41
0.501432770022,0.5,100,41
0.500937950938,0.5,500,41
0.500829426614,0.5,10,42
0.500755939525,0.5,50,42
0.500896700143,0.5,100,42
0.500458069063,0.5,500,42
0.500317013033,0.5,10,43
0.500105485232,0.5,50,43
0.499719691661,0.5,100,43
0.500034435262,0.5,500,43
0.500068846816,0.5,10,44
0.500034364261,0.5,50,44
0.500308219178,0.5,100,44
0.5,0.5,500,44
0.499831706496,0.5,10,45
0.5,0.5,50,45
0.500401875419,0.5,100,45
0.500658761528,0.5,500,45
0.500658544616,0.5,10,46
0.500788954635,0.5,50,46
0.500884665793,0.5,100,46
0.501225016119,0.5,500,46
0.501289075089,0.5,10,47
0.501351351351,0.5,50,47
0.501154586273,0.5,100,47
0.500726010101,0.5,500,47
0.500694225308,0.5,10,48
0.500724637681,0.5,50,48
0.500690954774,0.5,100,48
0.500309214595,0.5,500,48
0.500247295209,0.5,10,49
0.50024691358,0.5,50,49
0.5,0.5,100,49
0.500242424242,0.5,500,49
0.500090881551,0.5,10,50
0.500090744102,0.5,50,50
0.500090470446,0.5,100,50
0.499851455734,0.5,500,50
0.499821799822,0.5,10,51
0.499822064057,0.5,50,51
0.499615612064,0.5,100,51
0.499475524476,0.5,500,51
0.499533935334,0.5,10,52
0.499534613147,0.5,50,52
0.499477958237,0.5,100,52
0.499828473413,0.5,500,52
0.499799942841,0.5,10,53
0.499657534247,0.5,50,53
0.499601593625,0.5,100,53
0.499242424242,0.5,500,53
0.499158485273,0.5,10,54
0.499075630252,0.5,50,54
0.498994413408,0.5,100,54
0.499449035813,0.5,500,54
0.499421646929,0.5,10,55
0.499257425743,0.5,50,55
0.49942402633,0.5,100,55
0.499485930736,0.5,500,55
0.499540167704,0.5,10,56
0.499270664506,0.5,50,56
0.499137931034,0.5,100,56
0.499388623073,0.5,500,56
0.499441934627,0.5,10,57
0.499336518047,0.5,50,57
0.499470619375,0.5,100,57
0.49960815047,0.5,500,57
0.499556019849,0.5,10,58
0.499530516432,0.5,50,58
0.499453694069,0.5,100,58
0.498998459168,0.5,500,58
0.498870346598,0.5,10,59
0.498871794872,0.5,50,59
0.49925831202,0.5,100,59
0.498863636364,0.5,500,59
0.498889169402,0.5,10,60
0.498638426626,0.5,50,60
0.498692152918,0.5,100,60
0.498559364133,0.5,500,60
0.49860938664,0.5,10,61
0.498511904762,0.5,50,61
0.498367144978,0.5,100,61
0.497971652004,0.5,500,61
0.497972147569,0.5,10,62
0.498218643241,0.5,50,62
0.49817429406,0.5,100,62
0.498244348244,0.5,500,62
0.498268814619,0.5,10,63
0.497958693564,0.5,50,63
0.497939626258,0.5,100,63
0.498129734848,0.5,500,63
0.498082840237,0.5,10,64
0.49829787234,0.5,50,64
0.497948113208,0.5,100,64
0.497832167832,0.5,500,64
0.497762759264,0.5,10,65
0.497835195531,0.5,50,65
0.4979795634,0.5,100,65
0.498255280073,0.5,500,65
0.498301583658,0.5,10,66
0.4984869326,0.5,50,66
0.498604757548,0.5,100,66
0.498077792854,0.5,500,66
0.498055618359,0.5,10,67
0.498080397471,0.5,50,67
0.498152320865,0.5,100,67
0.498150623886,0.5,500,67
0.498217865894,0.5,10,68
0.49810858923,0.5,50,68
0.497957371226,0.5,100,68
0.497782169521,0.5,500,68
0.497716794731,0.5,10,69
0.497653508772,0.5,50,69
0.49761487965,0.5,100,69
0.498116883117,0.5,500,69
0.498074009955,0.5,10,70
0.498054474708,0.5,50,70
0.498058671268,0.5,100,70
0.497908664106,0.5,500,70
0.497930445914,0.5,10,71
0.497868712702,0.5,50,71
0.497766907699,0.5,100,71
0.498316498316,0.5,500,71
0.498253734483,0.5,10,72
0.498150483396,0.5,50,72
0.49817533557,0.5,100,72
0.49804898298,0.5,500,72
0.498111641419,0.5,10,73
0.498237976783,0.5,50,73
0.498138187836,0.5,100,73
0.497727272727,0.5,500,73
0.497789150461,0.5,10,74
0.497811860941,0.5,50,74
0.49787755102,0.5,100,74
0.497696969697,0.5,500,74
0.497616643102,0.5,10,75
0.497760290557,0.5,50,75
0.497784937576,0.5,100,75
0.498205741627,0.5,500,75
0.498146302571,0.5,10,76
0.498187972919,0.5,50,76
0.498171701113,0.5,100,76
0.497992916175,0.5,500,76
0.497993311037,0.5,10,77
0.497877358491,0.5,50,77
0.497822675559,0.5,100,77
0.49797979798,0.5,500,77
0.497921926588,0.5,10,78
0.497885137757,0.5,50,78
0.49792796282,0.5,100,78
0.497602608362,0.5,500,78
0.497507190796,0.5,10,79
0.497509578544,0.5,50,79
0.497437858509,0.5,100,79
0.496931818182,0.5,500,79
0.496837720129,0.5,10,80
0.496765039728,0.5,50,80
0.497054380665,0.5,100,80
0.4974560419,0.5,500,80
0.49738170937,0.5,10,81
0.49730941704,0.5,50,81
0.497221186125,0.5,100,81
0.49696969697,0.5,500,81
0.496970256789,0.5,10,82
0.497083794758,0.5,50,82
0.496941783346,0.5,100,82
0.496732384082,0.5,500,82
0.496751231977,0.5,10,83
0.496754194019,0.5,50,83
0.497051328722,0.5,100,83
0.49705988456,0.5,500,83
0.497042380523,0.5,10,84
0.496954954955,0.5,50,84
0.497032374101,0.5,100,84
0.497290552585,0.5,500,84
0.497291035466,0.5,10,85
0.497133190883,0.5,50,85
0.497262708852,0.5,100,85
0.497057787174,0.5,500,85
0.497058305443,0.5,10,86
0.497008095741,0.5,50,86
0.496837666901,0.5,100,86
0.496621386277,0.5,500,86
0.496604562076,0.5,10,87
0.496572720946,0.5,50,87
0.496682875999,0.5,100,87
0.496711432507,0.5,500,87
0.496660354622,0.5,10,88
0.496680426557,0.5,50,88
0.496823489011,0.5,100,88
0.496663261832,0.5,500,88
0.496663829787,0.5,10,89
0.496649659864,0.5,50,89
0.496587436333,0.5,100,89
0.496498316498,0.5,500,89
0.496465241542,0.5,10,90
0.496434577867,0.5,50,90
0.496457353929,0.5,100,90
0.49652014652,0.5,500,90
0.49652072582,0.5,10,91
0.496523619428,0.5,50,91
0.496562603786,0.5,100,91
0.496673254282,0.5,500,91
0.496607936769,0.5,10,92
0.496594274432,0.5,50,92
0.496468462549,0.5,100,92
0.496432062561,0.5,500,92
0.496432643753,0.5,10,93
0.49638671875,0.5,50,93
0.496620084498,0.5,100,93
0.49696969697,0.5,500,93
0.496954069299,0.5,10,94
0.49694041868,0.5,50,94
0.497090032154,0.5,100,94
0.497400318979,0.5,500,94
0.497432626375,0.5,10,95
0.497498406628,0.5,50,95
0.497375119313,0.5,100,95
0.49752209596,0.5,500,95
0.497554047657,0.5,10,96
0.497587511826,0.5,50,96
0.497575566751,0.5,100,96
0.497375820056,0.5,500,96
0.497344994534,0.5,10,97
0.497300249688,0.5,50,97
0.497382362107,0.5,100,97
0.497433518862,0.5,500,97
0.497387540578,0.5,10,98
0.497358665431,0.5,50,98
0.497393584207,0.5,100,98
0.497459442914,0.5,500,98
0.497459831676,0.5,10,99
0.49744648318,0.5,50,99
0.497465648855,0.5,100,99
0.497378787879,0.5,500,99
